id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Item_ChilledFish_06,Lubina longeva helada,Frozen Hearty Bass,Perche max congelée,냉동 맥스배스,凍結マックスバス,Мерзлый чудо-окунь,Bevroren hartenbaars,Aspio vivax congelato,Gefrorener Maxi-Barsch,冰冻生命鲈鱼,冰凍生命鱸魚,Perche max congelée,Lubina vivaz helada,Frozen Hearty Bass
Item_ChilledFish_07,Cangrejo helado,Frozen Crab,Crabe congelé,냉동 게,凍結ガニ,Мерзлый краб,Bevroren krab,Granchio congelato,Gefrorene Krabbe,冰冻螃蟹,冰凍螃蟹,Crabe congelé,Cangrejo helado,Frozen Crab
Item_ChilledFish_08,Caracol aguzado helado,Frozen River Snail,Escargot congelé,냉동 우렁이,凍結タニシ,Мерзлый тихоход,Bevroren sluipslak,Lumaca silente congelata,Gefrorene Schnecke,冰冻田螺,冰凍田螺,Escargot congelé,Caracol sigiloso helado,Frozen River Snail
Item_ChilledFish_16,Arowana helado,Frozen Arowana,Arowana congelé,냉동 아로와나,凍結アロワナ,Мерзлая аравана,Bevroren arowana,Arowana congelato,Gefrorener Arowana,冰冻骨舌鱼,冰凍骨舌魚,Arowana congelé,Arowana helado,Frozen Arowana
Item_ChilledFish_18,Pez cavernario helado,Frozen Cave Fish,Troglodus congelé,냉동 동굴어,凍結ホラウオ,Мерзлый пещерный вспышник,Bevroren grotvis,Cavernario congelato,Gefrorener Höhlenfisch,冰冻霍拉鱼,冰凍霍拉魚,Troglodus congelé,Pez cavernario helado,Frozen Cave Fish
Item_Chilled_01,Filete helado,Icy Meat,Viande congelée,냉동 짐승 고기,凍結ケモノ肉,Мерзлое филе,Bevroren wild,Carne congelata,Gefrorenes Wild,冰冻兽肉,冰凍獸肉,Viande congelée,Carne de caza helada,Icy Meat
Item_Chilled_02,Lomo helado,Icy Prime Meat,Viande fine congelée,냉동 상급 짐승 고기,凍結上ケモノ肉,Мерзлый огузок,Bevroren wild XL,Carne congelata XL,Gefrorenes Edelwild,高级冰冻兽肉,高級冰凍獸肉,Viande fine congelée,Carne de caza XL helada,Icy Prime Meat
Item_Chilled_03,Pierna helada,Icy Gourmet Meat,Viande divine congelée,냉동 특급 짐승 고기,凍結極上ケモノ肉,Мерзлая рулька,Bevroren wild XXL,Carne congelata XXL,Gefrorenes Luxuswild,顶级冰冻兽肉,頂級冰凍獸肉,Viande divine congelée,Carne de caza XXL helada,Icy Gourmet Meat
Item_Chilled_04,Jamoncito de ave helado,Frozen Bird Drumstick,Volaille congelée,냉동 새 고기,凍結トリ肉,Мерзлая ножка,Bevroren gevogelte,Pollame congelato,Gefrorenes Geflügel,冰冻禽肉,冰凍禽肉,Volaille congelée,Carne de ave helada,Frozen Bird Drumstick
Item_Chilled_05,Muslo de ave helado,Frozen Bird Thigh,Volaille fine congelée,냉동 상급 새 고기,凍結上トリ肉,Мерзлый окорок,Bevroren gevogelte XL,Pollame congelato XL,Gefrorenes Edelgeflügel,高级冰冻禽肉,高級冰凍禽肉,Volaille fine congelée,Carne de ave XL helada,Frozen Bird Thigh
Item_Chilled_06,Ave entera helada,Frozen Whole Bird,Volaille divine congelée,냉동 특급 새 고기,凍結極上トリ肉,Мерзлая тушка,Bevroren gevogelte XXL,Pollame congelato XXL,Gefrorenes Luxusgeflügel,顶级冰冻禽肉,頂級冰凍禽肉,Volaille divine congelée,Carne de ave XXL helada,Frozen Whole Bird
Item_Cook_A_01,Brocheta de hongos,Mushroom Skewer,Brochette de champis,버섯 꼬치구이,串焼きキノコ,Сочные грибы,Paddenstoelenspies,Spiedino di funghi,Pilzspieß,烤蘑菇串,烤蘑菇串,Brochette de champis,Brocheta de setas,Mushroom Skewer
Item_Cook_A_02,Hongos al vapor,Steamed Mushrooms,Champis vapeur,버섯쌈구이,包み焼きキノコ,Грибы на пару,Gestoomde paddenstoelen,Funghi al cartoccio,Dampfpilze,蒸蘑菇,蒸蘑菇,Champis vapeur,Setas al vapor,Steamed Mushrooms
Item_Cook_A_03,Frutas al vapor,Steamed Fruit,Fruits vapeur,과일찜,蒸し焼き果実,Фрукты на пару,Gestoomde vruchten,Frutta al cartoccio,Dampfobst,蒸水果,蒸水果,Fruits vapeur,Frutas al vapor,Steamed Fruit
Item_Cook_A_04,Pescado al vapor,Steamed Fish,Poisson vapeur,생선쌈구이,包み焼き魚,Рыба на пару,Gestoomde vis,Pesce al cartoccio,Dampffisch,蒸鱼,蒸魚,Poisson vapeur,Pescado al vapor,Steamed Fish
Item_Cook_A_05,Carne al vapor,Steamed Meat,Viande vapeur,고기쌈구이,包み焼き肉,Мясо на пару,Gestoomd vlees,Carne al cartoccio,Dampffleisch,蒸肉,蒸肉,Viande vapeur,Carne al vapor,Steamed Meat
Item_Cook_A_07,Ensalada de frutas y hongos,Fruit and Mushroom Mix,Assiette fruits et champis,과일 버섯무침,果実のキノコあえ,Грибы с фруктами,Paddenstoelenvruchtenmix,Insalata di frutta e funghi,Obst mit Pilzen,水果拌蘑菇,水果拌蘑菇,Assiette fruits et champis,Salteado de frutas y setas,Fruit and Mushroom Mix
Item_Cook_A_08,Brocheta de pescado y hongos,Fish and Mushroom Skewer,Délice des bois au poisson,생선 꼬치구이와 버섯,串焼き魚キノコ添え,Грибы с рыбой,Paddenstoelenvisspies,Spiedino di pesce e funghi,Fischspieß mit Pilzen,烤鱼蘑菇串,烤魚蘑菇串,Délice des bois au poisson,Brocheta de pescado y setas,Fish and Mushroom Skewer
Item_Cook_A_09,Brocheta de carne y hongos,Meat and Mushroom Skewer,Délice des bois à la viande,고기 꼬치구이와 버섯,串焼き肉キノコ添え,Грибы с мясом,Paddenstoelenvleesspies,Spiedino di carne e funghi,Fleischspieß mit Pilzen,烤肉蘑菇串,烤肉蘑菇串,Délice des bois à la viande,Brocheta de carne y setas,Meat and Mushroom Skewer
Item_Cook_A_10,Omelet,Omelet,Omelette nature,오믈렛,たまご焼き,Омлет,Omelet,Omelette,Omelett,煎蛋卷,煎蛋卷,Omelette nature,Tortilla,Omelet
Item_Cook_A_11,Hongos confitados,Glazed Mushrooms,Champis marinés,달게 조린 버섯,甘露煮キノコ,Грибы в сиропе,Geglaceerde paddenstoelen,Funghi glassati,Festtagspilze,甘露炖蘑菇,甘露燉蘑菇,Champis marinés,Setas glaseadas,Glazed Mushrooms
Item_Cook_A_12,Carne confitada,Glazed Meat,Viande marinée,달게 조린 고기,甘露煮肉,Мясо в сиропе,Geglaceerd vlees,Carne glassata,Festtagsgulasch,甘露炖肉,甘露燉肉,Viande marinée,Carne glaseada,Glazed Meat
Item_Cook_A_13,Pescado confitado,Glazed Seafood,Poisson mariné,달게 조린 생선,甘露煮魚,Рыба в сиропе,Geglaceerde vis,Pesce glassato,Festtagsfisch,甘露炖鱼,甘露燉魚,Poisson mariné,Pescado glaseado,Glazed Seafood
Item_Cook_A_14,Verduras confitadas,Glazed Veggies,Légumes marinés,달게 조린 야채,甘露煮野菜,Овощи в сиропе,Geglaceerde groente,Verdure glassate,Festtagsgemüse,甘露炖蔬菜,甘露燉蔬菜,Légumes marinés,Verduras glaseadas,Glazed Veggies
Item_Cook_B_01,Verduras salteadas,Fried Wild Greens,Poêlée végétale,야채구이,焼き山菜,Салат,Gebakken groente,Verdure rosolate,Wildgemüse,炒野菜,炒野菜,Poêlée végétale,Salteado de montaña,Fried Wild Greens
Item_Cook_B_02,Frutas pochadas,Simmered Fruit,Chutney de fruits,과일전골,煮込み果実,Фрукт-микс,Gestoofd fruit,Frutta cotta,Kochobst,炖水果,燉水果,Chutney de fruits,Frutas pochadas,Simmered Fruit
Item_Cook_B_05,Brocheta de pescado,Fish Skewer,Brochette de poisson,생선 꼬치구이,串焼き魚,Хруст-рыба,Visspies,Spiedino di pesce,Fischspieß,烤鱼,烤魚,Brochette de poisson,Brocheta de pescado,Fish Skewer
Item_Cook_B_06,Brocheta de carne,Meat Skewer,Brochette de viande,고기 꼬치구이,串焼き肉,Шиш-кебаб,Vleesspies,Spiedino di carne,Fleischspieß,烤肉串,烤肉串,Brochette de viande,Brocheta de carne,Meat Skewer
Item_Cook_B_11,Surtido de verduras salteadas,Copious Fried Wild Greens,Grande poêlée végétale,야채구이 곱빼기,山盛焼き山菜,Салат XL,Veel gebakken groente,Verdure rosolate XL,Wildgemüse-Schmaus,大份炒野菜,大份炒野菜,Grande poêlée végétale,Salteado de montaña variado,Copious Fried Wild Greens
Item_Cook_B_12,Surtido de frutas pochadas,Copious Simmered Fruit,Grand chutney de fruits,과일전골 곱빼기,山盛煮込み果実,Фрукт-микс XL,Veel gestoofd fruit,Frutta cotta XL,Kochobst-Schmaus,大份炖水果,大份燉水果,Grand chutney de fruits,Frutas variadas pochadas,Copious Simmered Fruit
Item_Cook_B_13,Surtido de brochetas de hongos,Copious Mushroom Skewers,Brochettes de champis,버섯구이 곱빼기,山盛焼きキノコ,Сочные грибы XL,Veel paddenstoelenspiezen,Doppio spiedino di funghi,Pilzspießteller,大份烤蘑菇串,大份烤蘑菇串,Brochettes de champis,Brochetas de setas variadas,Copious Mushroom Skewers
Item_Cook_B_15,Surtido de brochetas de pescado,Copious Seafood Skewers,Brochettes de poisson,생선 꼬치구이 곱빼기,山盛串焼き魚,Хруст-рыба XL,Veel visspiezen,Doppio spiedino di pesce,Riesenfischspieße,大份烤鱼,大份烤魚,Brochettes de poisson,Brochetas de pescado variado,Copious Seafood Skewers
Item_Cook_B_16,Surtido de brochetas de carne,Copious Meat Skewers,Brochettes de viande,고기 꼬치구이 곱빼기,山盛串焼き肉,Шиш-кебаб XL,Veel vleesspiezen,Doppio spiedino di carne,Riesenfleischspieße,大份烤肉串,大份烤肉串,Brochettes de viande,Brochetas de carne variada,Copious Meat Skewers
Item_Cook_B_17,Carne con pescado,Meat and Seafood Fry,Grillade terre-mer,고기와 생선구이,山海焼き,Хруст-микс,Vis-en-vleesmix,Grigliata mista,Grillteller,海陆煎烤,海陸煎烤,Grillade terre-mer,Carne con pescado,Meat and Seafood Fry
Item_Cook_B_18,Carne con pescado exquisita,Prime Meat and Seafood Fry,Grillade terre-mer fine,상급 고기와 생선구이,上山海焼き,Сочный хруст-микс,Vis-en-vleesmix XL,Grigliata mista XL,Edelgrillteller,高级海陆煎烤,高級海陸煎烤,Grillade terre-mer fine,Carne con pescado XL,Prime Meat and Seafood Fry
Item_Cook_B_19,Carne con pescado gourmet,Gourmet Meat and Seafood Fry,Grillade terre-mer divine,특급 고기와 생선구이,極上山海焼き,Жирный хруст-микс,Vis-en-vleesmix XXL,Grigliata mista XXL,Luxusgrillteller,顶级海陆煎烤,頂級海陸煎烤,Grillade terre-mer divine,Carne con pescado XXL,Gourmet Meat and Seafood Fry
Item_Cook_B_20,Calabaza rellena,Meat-Stuffed Pumpkin,Citrouille farcie,고기를 넣은 호박,肉詰めカボチャ,Тыква с мясом,Gevulde pompoen,Carne in zucca,Fleischkürbis,南瓜酿肉,南瓜鑲肉,Citrouille farcie,Calabaza rellena,Meat-Stuffed Pumpkin
Item_Cook_B_21,Pimientos salteados,Sautéed Peppers,Piments sautés,따끈따끈볶음,炒めポカポカ,Вареные перцы,Gebakken pepers,Caldoperoni saltati,Bratchilis,炒暖暖草果,炒暖暖草果,Piments sautés,Bayas salteadas,Sautéed Peppers
Item_Cook_B_22,Frutos secos salteados,Sautéed Nuts,Sauté de noix,너츠볶음,ナッツ炒め,Вареные орехи,Geroosterde noten,Frutta secca tostata,Röstnüsse,炒坚果,炒堅果,Sauté de fruits de la forêt,Semillas salteadas,Sautéed Nuts
Item_Cook_B_23,Brocheta marítima,Seafood Skewer,Brochette de la mer,해산물 꼬치구이,魚貝串焼き,Морской микс,Zeevruchtenspies,Spiedino di frutti di mare,Meeresfrüchtespieß,串烤海鲜,烤海鮮串,Brochette de la mer,Brocheta de frutos del mar,Seafood Skewer
Item_Cook_C_16,Tónico feérico,Fairy Tonic,Élixir féérique,요정의 활력수,妖精の力水,Эликсир фей,Feeënwater,Tonico fatato,Feenwasser,妖精回力水,妖精回力水,Élixir féérique,Tónico feérico,Fairy Tonic
Item_Cook_C_17,Elixir,Elixir,Remède,물약,薬,Зелье,Drankje,Pozione,Medizin,药,藥,Remède,Elixir,Elixir
Item_Cook_D_01,Hongos a la parrilla,Salt-Grilled Mushrooms,Champis salés,버섯 소금구이,塩焼きキノコ,Грибы с солью,Gegrilde paddenstoelen,Funghi al sale,Schmorpilze,盐烤蘑菇,鹽烤蘑菇,Champis salés,Setas a la parrilla,Salt-Grilled Mushrooms
Item_Cook_D_02,Verduras a la parrilla,Salt-Grilled Greens,Légumes salés,야채 소금구이,塩焼き山菜,Горный салат,Gegrilde groente,Verdure al sale,Schmorgemüse,盐烤野菜,鹽烤野菜,Légumes salés,Verduras a la parrilla,Salt-Grilled Greens
Item_Cook_D_03,Pescado salado a la parrilla,Salt-Grilled Fish,Poisson salé,생선 소금구이,塩焼き魚,Рыба с солью,Gegrilde vis,Pesce al sale,Schmorfisch,盐烤鱼,鹽烤魚,Poisson salé,Pescado a la parrilla,Salt-Grilled Fish
Item_Cook_D_04,Carne salada a la parrilla,Salt-Grilled Meat,Viande salée,고기 소금구이,岩塩焼き肉,Стейк,Gegrild vlees,Carne al sale,Schmorbraten,岩盐烤肉,岩鹽烤肉,Viande salée,Carne a la parrilla,Salt-Grilled Meat
Item_Cook_D_05,Carne exquisita a la parrilla,Salt-Grilled Prime Meat,Viande fine salée,상급 고기 소금구이,上岩塩焼き肉,Сочные стейки,Gegrild vlees XL,Carne al sale XL,Edelschmorbraten,高级岩盐烤肉,高級岩鹽烤肉,Viande fine salée,Carne a la parrilla XL,Salt-Grilled Prime Meat
Item_Cook_D_06,Carne gourmet a la parrilla,Salt-Grilled Gourmet Meat,Viande divine salée,특급 고기 소금구이,極上岩塩焼き肉,Жирные стейки,Gegrild vlees XXL,Carne al sale XXL,Luxusschmorbraten,顶级岩盐烤肉,頂級岩鹽烤肉,Viande divine salée,Carne a la parrilla XXL,Salt-Grilled Gourmet Meat
Item_Cook_D_07,Filete a la pimienta,Pepper Steak,Viande épicée,스파이시 고기구이,スパイシー焼き肉,Пряные стейки,Pittig gegrild vlees,Bistecca al caldoperone,Chili-Fleisch,香辣煎肉,香辣煎肉,Viande épicée,Carne asada,Pepper Steak
Item_Cook_D_08,Pescado a la pimienta,Pepper Seafood,Poisson grillé relevé,스파이시 생선구이,スパイシー焼き魚,Пряная рыба,Pittige gegrilde vis,Pesce al caldoperone,Chili-Fisch,香辣煎鱼,香辣煎魚,Poisson grillé relevé,Pescado asado,Pepper Seafood
Item_Cook_D_09,Cangrejo salado a la parrilla,Salt-Grilled Crab,Crabe salé,게 소금구이,岩塩焼きガニ,Краб с солью,Gegrilde krab,Granchio al sale,Schmorkrabbe,岩盐烤蟹,岩鹽烤蟹,Crabe salé,Cangrejo a la parrilla,Salt-Grilled Crab
Item_Cook_D_10,Estofado de cangrejo,Crab Stir-Fry,Crabe sauté,게볶음,炒めガニ,Краб в соусе,Geroerbakte krab,Granchio rosolato,Krabbenpfanne,炒螃蟹,炒螃蟹,Crabe sauté,Cangrejo salteado,Crab Stir-Fry
Item_Cook_E_01,Arroz frito con ave,Poultry Pilaf,Pilaf de volaille,치킨 필래프,チキンピラフ,Плов,Gevogelte-pilav,Riso con pollame,Geflügel-Pilaw,禽肉菜饭,禽肉菜飯,Pilaf de volaille,Arroz frito con ave,Poultry Pilaf
Item_Cook_E_02,Arroz frito con ave exquisito,Prime Poultry Pilaf,Pilaf de volaille fine,상급 치킨 필래프,上チキンピラフ,Сочный плов,Gevogelte-pilav XL,Riso con pollame XL,Edelgeflügel-Pilaw,高级禽肉菜饭,高級禽肉菜飯,Pilaf de volaille fine,Arroz frito con ave XL,Prime Poultry Pilaf
Item_Cook_E_03,Arroz frito con ave gourmet,Gourmet Poultry Pilaf,Pilaf de volaille divine,특급 치킨 필래프,極上チキンピラフ,Жирный плов,Gevogelte-pilav XXL,Riso con pollame XXL,Luxusgeflügel-Pilaw,顶级禽肉菜饭,頂級禽肉菜飯,Pilaf de volaille divine,Arroz frito con ave XXL,Gourmet Poultry Pilaf
Item_Cook_E_04,Arroz con huevo frito,Fried Egg and Rice,Œuf miroir au riz,달걀프라이라이스,目玉焼きライス,Рис с яйцом,Spiegelei met rijst,Riso con uovo,Spiegelei mit Reis,煎蛋饭,煎蛋飯,Œuf au plat au riz,Arroz con huevo frito,Fried Egg and Rice
Item_Cook_F_01,Sopa de carne,Creamy Meat Soup,Velouté de viande,고기 밀크수프,肉入りミルクスープ,Суп с мясом,Vleescrèmesoep,Vellutata di carne,Fleischsuppe,鲜肉牛奶汤,鮮肉牛奶湯,Velouté de viande,Sopa de carne,Creamy Meat Soup
Item_Cook_F_02,Sopa de pescado,Creamy Seafood Soup,Velouté de poisson,생선 밀크수프,魚入りミルクスープ,Уха,Vissencrèmesoep,Vellutata di pesce,Fischsuppe,海鲜牛奶汤,海鮮牛奶湯,Velouté de poisson,Sopa de pescado,Creamy Seafood Soup
Item_Cook_F_03,Sopa de verduras,Veggie Cream Soup,Velouté de légumes,야채 크림수프,野菜クリームスープ,Лечо,Groentecrèmesoep,Vellutata di verdure,Gemüsecremesuppe,蔬菜浓汤,蔬菜濃湯,Velouté de légumes,Sopa de verduras,Veggie Cream Soup
Item_Cook_F_04,Crema de corazón,Creamy Heart Soup,Velouté de cœur,하트 밀크수프,ハートミルクスープ,Суп «Сердце»,Hartencrèmesoep,Zuppa dell'amore,Herzchensuppe,心心牛奶汤,心心牛奶湯,Velouté de cœur,Crema de la pasión,Creamy Heart Soup
Item_Cook_G_02,Bolas de arroz con mariscos,Seafood Rice Balls,Boulettes au poisson,해물 주먹밥,海鮮おにぎり,Онигири,Visrijstballen,Onigiri di pesce,Fischreisbällchen,海鲜饭团,海鮮飯糰,Boulettes au poisson,Bolas de arroz con pescado,Seafood Rice Balls
Item_Cook_G_03,Bolas de arroz con verduras,Veggie Rice Balls,Boulettes aux herbes,야채 주먹밥,山菜おにぎり,Луговички,Groenterijstballen,Onigiri alle erbe,Kräuter-Reisbällchen,野菜饭团,野菜飯糰,Boulettes aux herbes,Bolas de arroz con verdura,Veggie Rice Balls
Item_Cook_G_04,Bolas de arroz con hongos,Mushroom Rice Balls,Boulettes aux champis,버섯 주먹밥,キノコおにぎり,Лесовички,Paddenstoelrijstballen,Onigiri ai funghi,Pilz-Reisbällchen,蘑菇饭团,蘑菇飯糰,Boulettes aux champis,Bolas de arroz con setas,Mushroom Rice Balls
Item_Cook_G_05,Arroz con carne,Meat and Rice Bowl,Riz à la viande,짐승 고기덮밥,ケモノ肉丼,Котлеты,Wild met rijst,Riso con selvaggina,Wild-Reis,兽肉盖饭,獸肉蓋飯,Riz à la venaison,Arroz con carne,Meat and Rice Bowl
Item_Cook_G_06,Arroz con carne exquisita,Prime Meat and Rice Bowl,Riz à la viande fine,상급 짐승 고기덮밥,上ケモノ肉丼,Сочные котлеты,Wild met rijst XL,Riso con selvaggina XL,Edelwild-Reis,高级兽肉盖饭,高級獸肉蓋飯,Riz à la venaison fine,Arroz con carne XL,Prime Meat and Rice Bowl
Item_Cook_G_09,Arroz con carne gourmet,Gourmet Meat and Rice Bowl,Riz à la viande divine,특급 짐승 고기덮밥,極上ケモノ肉丼,Жирные котлеты,Wild met rijst XXL,Riso con selvaggina XXL,Luxuswild-Reis,顶级兽肉盖饭,頂級獸肉蓋飯,Riz à la venaison divine,Arroz con carne XXL,Gourmet Meat and Rice Bowl
Item_Cook_G_10,Arroz frito con mariscos,Seafood Fried Rice,Riz frit de la mer,해물볶음밥,海鮮チャーハン,Ризотто,Vis met rijst,Riso ai frutti di mare,Meeresfrüchtereis,海鲜炒饭,海鮮炒飯,Riz frit de la mer,Arroz frito con marisco,Seafood Fried Rice
Item_Cook_G_11,Arroz frito especiado,Curry Pilaf,Riz au curry,카레 필래프,カレーピラフ,Пряный плов,Kerriepilav,Risotto al curry,Curry-Pilaw,咖喱菜饭,咖哩菜飯,Riz au curry,Arroz frito especiado,Curry Pilaf
Item_Cook_G_12,Arroz con hongos,Mushroom Risotto,Risotto aux champis,버섯 리조또,キノコリゾット,Каша с грибами,Paddenstoelrisotto,Risotto ai funghi,Pilzrisotto,蘑菇烩饭,蘑菇燉飯,Risotto aux champis,Arroz con setas,Mushroom Risotto
Item_Cook_G_13,Arroz con calabaza,Vegetable Risotto,Risotto aux légumes,야채 리조또,野菜リゾット,Каша с овощами,Groenterisotto,Risotto alle verdure,Gemüserisotto,蔬菜烩饭,蔬菜燉飯,Risotto aux légumes,Arroz con verduras,Vegetable Risotto
Item_Cook_G_14,Arroz con salmón,Salmon Risotto,Risotto au saumon,연어 리조또,サーモンリゾット,Каша с семгой,Zalmrisotto,Risotto al salmone,Lachsrisotto,鲑鱼烩饭,鮭魚燉飯,Risotto au saumon,Arroz con salmón,Salmon Risotto
Item_Cook_G_15,Bolas de arroz con carne,Meaty Rice Balls,Boulettes à la viande,고기 주먹밥,肉おにぎり,Мясики,Vleesrijstballen,Onigiri con carne,Fleisch-Reisbällchen,鲜肉饭团,鮮肉飯糰,Boulettes à la viande,Bolas de arroz con carne,Meaty Rice Balls
Item_Cook_G_16,Arroz frito con cangrejo,Crab Omelet with Rice,Riz frit œuf-crabe,게살 달걀볶음밥,カニ玉チャーハン,Рис с крабом,Krabomelet met rijst,Riso con uova e granchio,Krabbenreis,蟹肉蛋炒饭,蟹肉蛋炒飯,Riz frit œuf-crabe,Arroz frito con cangrejo,Crab Omelet with Rice
